,reviews,Clean_Review,Sentiment,Analysis
617,"  San Jose to London. The TV screen of 12F was broken, could not be locked into position that would allow to watch movies. Flight attendants could not fix it, and suggested to move to a different seat which we slipped on purpose while checked in. The back of the seat in front was dirty. The tray on the 12D where I was moved to, had a hole on the right side, and the TV screen was not sensitive enough to be be operated by touch. Although my husband in 12E and me turned in the breakfast cards together, the flight attendant insisted they don’t have it, and was not planning to wake him up and serve him breakfast.  Flight attendants were doing their best, but it seems that they were understaffed.","san jose london. tv screen 12f broken, could lock position would allow watch movies. flight attendant could fix it, suggest move different seat slip purpose checked in. back seat front dirty. tray 12d move to, hole right side, tv screen sensitive enough operate touch. although husband 12e turn breakfast card together, flight attendant insist don’t it, planning wake serve breakfast. flight attendant best, seem understaffed.",0.0258,Neutral
618," London Heathrow to Edinburgh. Boarding efficient. Flight was full so passengers asked to volunteer to check in hand luggage. By doing so they would get priority boarding. I took up the offer, too out my laptop and carried it on to the plane. The aircraft is only two months old and I was sat at the back of the plane - 36 F. I am sure Ryanair have more room. British Airways on this aircraft are offering an ultra low cost service under a cloak of legacy carrier legitimacy.","london heathrow edinburgh. boarding efficient. flight full passenger ask volunteer check hand luggage. would get priority boarding. take offer, laptop carry plane. aircraft two month old sat back plane 36 f. sure ryanair room. british airways aircraft offering ultra low cost service cloak legacy carrier legitimacy.",0.7351,Positive
619,  Flight from Gatwick to Barbados. Check in and business lounge were good. It looks like they had added champagne to the self service drinks which is a positive. Breakfast was good. Flight left on time boarding well run. I have not flown in their economy cabin for a while and it seems ok. New configuration but that does come with Panasonic IFE system which is way better than the old Rockwell Collins systems. Food was fine and service friendly.,flight gatwick barbados. check business lounge good. look like add champagne self service drink positive. breakfast good. flight left time boarding well run. flown economy cabin seem ok. new configuration come panasonic ife system way well old rockwell collins systems. food fine service friendly.,0.9652,Positive
620,"  We were not supposed to be on this flight but had been bumped from our Icelandair flight and rebooked onto BA direct from Toronto to London Heathrow. We tried to get it changed as we were supposed to fly into Gatwick. The flight was quite good. Service was fantastic, and the chicken tikka masala was tasty. The crew onboard was friendly, flight was on time, and landing was amazingly smooth.","suppose flight bumped icelandair flight rebooked onto ba direct toronto london heathrow. try get change suppose fly gatwick. flight quite good. service fantastic, chicken tikka masala tasty. crew onboard friendly, flight time, land amazingly smooth.",0.8822,Positive
621,"  I was travelling from Jeddah to London with a bag. I arrive 1 hour 30 minutes earlier but the check in counter was closed, I tried my best but there was no staff to help me so I have to leave my bag as I was not allowed to take the bag on the plane. In London I made a complaint but they were saying that we can’t do any thing and to get through to customer service the phone call takes about 1 hour and 47 minutes of wait","travel jeddah london bag. arrive 1 hour 30 minute earlier check counter closed, try best staff help leave bag allow take bag plane. london make complaint say can’t thing get customer service phone call take 1 hour 47 minute wait",0.7506,Positive
622,"  Zurich to London return. Both legs travelled with hand luggage only, and I could not choose a seat without paying. Fair enough but when there are 3 empty rows either side of 3 strangers cramped into one row and not allowed spread out as they had not paid the premium price seems mean to say the least. Hand Luggage fares are last to board, make them uncomfortable on board, no free food nor drink.","zurich london return. leg travel hand luggage only, could choose seat without paying. fair enough 3 empty row either side 3 stranger cramped one row allow spread paid premium price seem mean say least. hand luggage fare last board, make uncomfortable board, free food drink.",0.1053,Neutral
623,  San Francisco to London. Efficient check in by friendly agent who offered an upgrade to First at $760 per person which we declined. Refurbished lounge was spacious and comfortable with nice selection of snacks. Boarding on time but could have been better controlled. Flight left and landed ahead of schedule. Flight attendants were excellent and the food is vastly improved compared to our last trip. Business Class is not cheap but we had an excellent flight with no complaints.,san francisco london. efficient check friendly agent offer upgrade first $760 per person declined. refurbished lounge spacious comfortable nice selection snacks. boarding time could well controlled. flight left land ahead schedule. flight attendant excellent food vastly improve compare last trip. business class cheap excellent flight complaints.,0.9674,Positive
624, London to Belfast. Check in was fast and efficient and using the BA Terminal-5 First Class check in and security area was really good and I was straight into the lounge. Great selection of food and drinks early morning. I really like the BA boarding process i.e.by Group numbers. The onboard service and quality of breakfast served was excellent. Overall very happy with this short flight with BA.,london belfast. check fast efficient use ba terminal-5 first class check security area really good straight lounge. great selection food drink early morning. really like ba boarding process i.e.by group numbers. onboard service quality breakfast serve excellent. overall happy short flight ba.,0.9746,Positive
625,"  London Gatwick to Salzburg with British Airways. Worst customer experience I have ever had after cancelled flights due to strike action, no response and when we did it was weeks between getting answers only to be told it's not their fault and would not pay towards cost of changing flights back home.","london gatwick salzburg british airways. worst customer experience ever cancel flight due strike action, response week get answer told fault would pay towards cost change flight back home.",-0.8658,Negative
626,"  Frankfurt to London. Flight attendants very kind when flying in. Return flight was canceled at London City Airport and it took almost three hours to get rebooking, hotel voucher and transportation arranged. That could be done far more efficiently. No water, nothing, no necessities.","frankfurt london. flight attendant kind fly in. return flight cancel london city airport take almost three hour get rebooking, hotel voucher transportation arranged. could do far efficiently. water, nothing, necessities.",0.6249,Positive
627,"  Hyderabad to San Francisco via London. I had an awesome experience with one of customer service representatives at British Airways. I called them with regards to a reimbursement and was put across a lady named Florencia. She not only helped gather all details (bank, address etc) required for payment but also initiated the payment instantly. That was certainly over and beyond what I expected. Great job! Your service is exemplary.","hyderabad san francisco via london. awesome experience one customer service representative british airways. call regard reimbursement put across lady name florencia. help gather detail (bank, address etc) require payment also initiate payment instantly. certainly beyond expected. great job! service exemplary.",0.9273,Positive
628,"  Vancouver to London. Very poor experience my flight with BA. the 2-4-2 business is not nice as much as crowded as economical class. One toilet closed (nobody around to repair ?). on one point BA even better than asian companies. its even more freezing. why do we need to freeze in such a 9 hours trip ? no staff to answer my question. no staff to make it better. one good point, the seat are surprisingly comfortable but easy to make it better.","vancouver london. poor experience flight ba. 2-4-2 business nice much crowd economical class. one toilet close (nobody around repair ?). one point ba even well asian companies. even freezing. need freeze 9 hour trip staff answer question. staff make better. one good point, seat surprisingly comfortable easy make better.",0.9493,Positive
629," London to Malaga. A terminally ill airline packed with clueless staff full of attitude. At the checking at Gatwick airport, I was told the flight might well be delayed of 2h as not departed yet from Malaga. SMS confirmed the delay without a new time of departure and provided a link for flight status. At Gatwick, there are no arrival/departure boards prior to security for me to check if the flight was on time as shown online. When asked the BA guy at the lounge kiosk, he said I could check the link provided or go through security where monitors are. Surprisingly the flight was on time and no text was sent for an update. At the gate, we were told the aircraft was replaced. No apologies from anyone neither ground nor on the flight. We boarded at 5 pm and took off at 18:15. Stiff and no recliner seats. Cabin crew are so sociopathic and full of attitudes. 6 additional seats are replacing the 2 toilets located at the back of the 320 and located at the very far end of the aircraft in the cabin crew storage room and working space is. Horrible low cost service for a flag carrier ticket price.","london malaga. terminally ill airline packed clueless staff full attitude. check gatwick airport, told flight might well delayed 2h depart yet malaga. sms confirm delay without new time departure provide link flight status. gatwick, arrival/departure board prior security check flight time show online. ask ba guy lounge kiosk, say could check link provide go security monitor are. surprisingly flight time text sent update. gate, told aircraft replaced. apology anyone neither ground flight. board 5 pm take 18:15. stiff recliner seats. cabin crew sociopathic full attitudes. 6 additional seat replace 2 toilet locate back 320 locate far end aircraft cabin crew storage room work space is. horrible low cost service flag carrier ticket price.",-0.7003,Negative
630,  Brussels to London. We were not given a seat number upon check in and were left waiting outside the gate for the boarding passes to be re printed without any explanation. Everyone else with a boarding pass was boarding whilst about 50% were just looking at the operators thinking what is going on. Extremely poor communication from the airline to and from the airport operators. ,brussels london. give seat number upon check left wait outside gate boarding pass print without explanation. everyone else boarding pas boarding whilst 50% look operator think go on. extremely poor communication airline airport operators.,-0.4754,Negative
631,"  My flight from London to Singapore in premium economy was the worst I have experienced. The seat was uncomfortable, the flight tracker failed after two hours, the breakfast prior to arrival in Singapore (scrambled egg) was like rubber. They ran out of cups and so my wife and I had no coffee, tea or drink with our breakfast. I used the call button to get some attention and no one came to answer my call even after waiting more than 30 minutes. Eventually I made contact with a passing cabin crew member and advised that we had not had a drink and was told that they would come back. I never saw the crew member again. ","flight london singapore premium economy bad experienced. seat uncomfortable, flight tracker fail two hours, breakfast prior arrival singapore (scrambled egg) like rubber. ran cup wife coffee, tea drink breakfast. use call button get attention one come answer call even wait 30 minutes. eventually make contact passing cabin crew member advise drink told would come back. never saw crew member again.",-0.7964,Negative
632,"  Kuala Lumpur to Glasgow via London. The service started, first some drinks. On my aisle was a female attendant and a young male attendant.  I asked for an ale, the attendant pretended not to understand what I was asking for. I repeated many times the word ale with my Spanish accent, but she still did not catch it. The male attendant said “like an IPA”, I answered “yes”.  I changed to a beer and she offered me Amstel or Heineken, I chose Amstel and had to ask for ice  to make it drinkable. When the service was finished the female attendant collected the empty bottles and cans and glasses but skipped me. For the meal I chose the beef and asked for a beer. The male attendant realized that the empty can was still there, took it. With the food on my and no drinks I started to eat, after ten minutes it was obvious that the beer was not coming, so I stopped another attendant going to Business class and he came back with an option of Tiger or Heineken lager. The female attendant offered me coffee but she did not mention it was normal coffee and in the menu it said that decaf was available if you specifically request that. ABreakfast I was offered tea or coffee (even decaf), I accepted, but there was no milk or cream for me.","kuala lumpur glasgow via london. service started, first drinks. aisle female attendant young male attendant. ask ale, attendant pretend understand ask for. repeat many time word ale spanish accent, still catch it. male attendant say “like ipa”, answer “yes”. change beer offer amstel heineken, chose amstel ask ice make drinkable. service finish female attendant collect empty bottle can glass skip me. meal chose beef ask beer. male attendant realize empty still there, take it. food drink start eat, ten minute obvious beer coming, stop another attendant go business class come back option tiger heineken lager. female attendant offer coffee mention normal coffee menu say decaf available specifically request that. abreakfast offer tea coffee (even decaf), accepted, milk cream me.",-0.4767,Negative
633," London Heathrow to Seychelles. Really great flight, boarding was very quick, the flight was full, seats great 07 A/B Good inflight entertainment, plenty of choices. Food was good as we already pre-ordered our meals, my beef was well done just how I like it. After a late 30 minute delay we landed on time into Seychelles, the crew were very attentive, lots of very demanding passengers. All in all, a good flight after 7 hours of sleep","london heathrow seychelles. really great flight, boarding quick, flight full, seat great 07 a/b good inflight entertainment, plenty choices. food good already pre-ordered meals, beef well do like it. late 30 minute delay land time seychelles, crew attentive, lot demand passengers. all, good flight 7 hour sleep",0.9674,Positive
634,"  Edinburgh to London Heathrow. I have no problems with any of the flight crew or service while flying, everything on the plane was fine. After the flight landed, I rushed to the baggage claim because my wife and I had another flight out of London and only had an hour to make it. Even though we could see the plane and watch the baggage crew drive the bags over, it took 45 minutes before my bag came through. The baggage claim service desk turned away 30 other furious customers until a manager could arrive, by which time I was running to catch my next flight on a different airline, which I missed. Turns out the next flight home on our next airline wasn’t for another 6 days. Hoping that British Airways would help us in some way, we went to their horrendous customer service desk where an agent, basically told us to pound sand. It ended up costing my wife and I almost $3000 for new tickets to get home, spent the next 20 hours in the airport and British Airways refused to offer us as a meal voucher. We will never use this airline again.","edinburgh london heathrow. problem flight crew service flying, everything plane fine. flight landed, rush baggage claim wife another flight london hour make it. even though could see plane watch baggage crew drive bag over, take 45 minute bag come through. baggage claim service desk turn away 30 furious customer manager could arrive, time run catch next flight different airline, missed. turns next flight home next airline wasn’t another 6 days. hoping british airways would help u way, go horrendous customer service desk agent, basically told u pound sand. end cost wife almost $3000 new ticket get home, spent next 20 hour airport british airways refuse offer u meal voucher. never use airline again.",-0.8074,Negative
635," Amman to London. This is a nice aircraft, with comfortable seats, and a very soft landing. This aircraft flies from Amman airport at 8 am local time and arrives in only 5 hours to London. This is a very good product.","amman london. nice aircraft, comfortable seats, soft landing. aircraft fly amman airport 8 local time arrives 5 hour london. good product.",0.8402,Positive
636, London to Athens. British Airways is a glorified budget airline. A 3.5-hour flight and back to Athens and no food or drinks provided. Ask for a cup of water and they charge you a ridiculous price. An M&S inflated price sandwich is the 'meal'. No entertainment options either. No USB charging on the seat as well. Any reputable airline for a flight of this length provides this options in 2019. Yet they charged full-service airline prices. So there is a mismatch. Flew Aegean on the same route and a full meal and drinks are provided.,london athens. british airways glorify budget airline. 3.5-hour flight back athens food drink provided. ask cup water charge ridiculous price. m&s inflate price sandwich 'meal'. entertainment option either. usb charge seat well. reputable airline flight length provide option 2019. yet charge full-service airline prices. mismatch. flew aegean route full meal drink provided.,0.7269,Positive
637,"  Terrible lack of any leg and body room in economy. This was easily the most cramped space I have ever flown. And I travel a lot. The flight was 7 hours of leg cramps and pain with no room for any modicum of comfort. The little amount of space in economy cabin is disgusting. If the seat in front of you reclines, as they invariably do, there is even less room. Shameful. The food was below average as well, even for bottom of the barrel budget airplane food. I will never fly British Airways again. 0 stars. Beware. I should only add that the NYC JFK and London waiting areas do not have near enough seats requiring many to stand or sit on the floor and the call to plane was disorganized bedlam. Horrible excuse for an airline.","terrible lack leg body room economy. easily cramped space ever flown. travel lot. flight 7 hour leg cramp pain room modicum comfort. little amount space economy cabin disgusting. seat front reclines, invariably do, even less room. shameful. food average well, even bottom barrel budget airplane food. never fly british airways again. 0 stars. beware. add nyc jfk london wait area near enough seat require many stand sit floor call plane disorganize bedlam. horrible excuse airline.",-0.9189,Negative
638,"  Buenos Aires to London Heathrow rwturn. The aircraft is very old, cabin configuration is very old and tired. IFE screens have not been changed since they were first installed. My Ipod has a larger and more responsive screen. Before taking off in Buenos Aires, some pax, but not all, were offered water or orange juice. I never got any. After take off, drinks were offered, followed by a hot meal. Food choices ran out in the first row. Seats were uncomfortable, footrests were jammed. On the return flight, sparkling wine and water were offered before take off, followed by drinks and the meal I had chosen online was a beef stew with mashed potatoes. Poor movie choices, miniature screen and uncomfortable seats. Crew OK. No indication as to which toilets to use, either forward in business class or rear economy. Having flown Norwegian on their B787 in their premium cabin on the same route, BA is a waste of my money. ","buenos aires london heathrow rwturn. aircraft old, cabin configuration old tired. ife screen change since first installed. ipod large responsive screen. take buenos aires, pax, all, offer water orange juice. never get any. take off, drink offered, follow hot meal. food choice ran first row. seats uncomfortable, footrest jammed. return flight, sparkle wine water offer take off, follow drink meal chosen online beef stew mash potatoes. poor movie choices, miniature screen uncomfortable seats. crew ok. indication toilet use, either forward business class rear economy. flown norwegian b787 premium cabin route, ba waste money.",-0.8271,Negative
639," Mexico City to Barcelona via London Heathrow. The B787 is an incredible plane. The legroom is quite good, the seat is comfortable and the IFE has a great number of movies, series and music. The food is average, the first meal was meat with mashed potatoes, salad and wine. Not very tasty. The breakfast was scrambled eggs with mushrooms, fruit and a muffin, it was delicious! The cabin crew was ok. Not bad, not excellent. We arrived on time and was a great flight. On the second flight the cabin crew appeared twice. No IFE, no onboard service. It’s almost like a low cost. I recommend for long flights, but not for European flights.","mexico city barcelona via london heathrow. b787 incredible plane. legroom quite good, seat comfortable ife great number movies, series music. food average, first meal meat mash potatoes, salad wine. tasty. breakfast scramble egg mushrooms, fruit muffin, delicious! cabin crew ok. bad, excellent. arrive time great flight. second flight cabin crew appear twice. ife, onboard service. it’s almost like low cost. recommend long flights, european flights.",0.973,Positive
640," Great all round. BA2591, 11 October. Good price, easy boarding, lovely cabin crew, great iced coffee on sale. Comfortable, on time and a nice smile from the cabin and flight crew after a windy landing. Couldn’t ask for more (until they reinstate a free drink and sandwich).","great round. ba2591, 11 october. good price, easy boarding, lovely cabin crew, great iced coffee sale. comfortable, time nice smile cabin flight crew windy landing. couldn’t ask (until reinstate free drink sandwich).",0.9829,Positive
641," Flew back from Abu Dhabi in World traveller plus. The seat is so uncomfortable it does not warrant the price tag of the seat, seat cushioning terrible and zero feeling of comfort, I got no sleep. A snack was served after take off which was quite tasty, but breakfast was just dismal, tasteless. Not much interaction with the crew, but they seemed friendly enough. Would not travel with British Airways in this cabin again, really not worth the price tag.","flew back abu dhabi world traveller plus. seat uncomfortable warrant price tag seat, seat cushion terrible zero feel comfort, get sleep. snack serve take quite tasty, breakfast dismal, tasteless. much interaction crew, seem friendly enough. would travel british airways cabin again, really worth price tag.",-0.4715,Negative
642," Flew from London Heathrow to Abu Dhabi. Honestly, they were really good, legroom great, crew excellent - looked after us superbly, food and drinks were bang on, did Vegas in April too, nowt wrong with this airline.","flew london heathrow abu dhabi. honestly, really good, legroom great, crew excellent look u superbly, food drink bang on, vegas april too, nowt wrong airline.",0.9033,Positive
643,"  Johannesburg to Amsterdam via London. After many delayed departures they announced that the flight was cancelled and rescheduled to depart the following night at 8pm. The following night at 7.30 pm they announced further delays due to the same ""technical"" fault reported 24 hours previously. Finally departed at 10pm, consequences were missed connecting flight to Amsterdam. WE also had to pay for our ""no show"" at our hotel in Amsterdam and when trying to claim this charge from BA they declined but offered to pay for our taxi? Arrived in Amsterdam 30 hours later. What really annoyed us was the lack of communication and disorganized manner on how the events were mishandled. Once on board the crew were really nice and just as we were getting new hope this was shattered by the terrible food and on board entertainment that was outdated. Our connecting BA flight back home was the same thing and on arrival we were delayed on disembarking.","johannesburg amsterdam via london. many delayed departure announce flight cancel reschedule depart follow night 8pm. follow night 7.30 pm announce delay due ""technical"" fault report 24 hour previously. finally depart 10pm, consequence miss connect flight amsterdam. also pay ""no show"" hotel amsterdam try claim charge ba decline offer pay taxi? arrived amsterdam 30 hour later. really annoyed u lack communication disorganize manner event mishandled. board crew really nice get new hope shatter terrible food board entertainment outdated. connect ba flight back home thing arrival delayed disembarking.",-0.8739,Negative
644," Dubai to London Heathrow. I flew on the A350 on one of its first trips and will be flying it again. On the same multi segment trip I tried SQ business class and EK business class (and sadly the old BA business class on an aging B777) on overnight trips. The new ""business suite"" offering from BA is the best business class I have experienced. I am a BA Gold card holder and the experience was outstanding. The First lounge at DXB was very good with plenty of seating and a good choice of drinks. Food choice in the lounge was limited but not an issue. On board the new suite was very comfortable and I had a great nights sleep with the closed door making all the difference to getting a full six hours in. The bed was very comfortable. Food choices were very limited (soup and sandwiches) although this did suit the timing of the flight. I would say this is an excellent very serious business product for night time business travellers. Whether it works for leisure travellers who want to wow rather than sleep or daytime travellers I don't know, but I certainly could work very effectively in my suite. Downside is the IFE is still rubbish in relation to the rest of the product.","dubai london heathrow. flew a350 one first trip fly again. multi segment trip try sq business class ek business class (and sadly old ba business class age b777) overnight trips. new ""business suite"" offering ba best business class experienced. ba gold card holder experience outstanding. first lounge dxb good plenty seat good choice drinks. food choice lounge limited issue. board new suite comfortable great night sleep close door make difference get full six hour in. bed comfortable. food choice limited (soup sandwiches) although suit timing flight. would say excellent serious business product night time business travellers. whether work leisure traveller want wow rather sleep daytime traveller know, certainly could work effectively suite. downside ife still rubbish relation rest product.",0.9847,Positive
645, Istanbul to New York via London. Literally the worst experience. We have tried this airline for the first and definitely last time! They should go through their customer service hiring department from scratch!,istanbul new york via london. literally bad experience. try airline first definitely last time! go customer service hire department scratch!,-0.3365,Negative
646,"  Yesterday my husband and I decided to to come home from Rome earlier than the scheduled time at 8pm. When I rang BA in London, the customer service adviser was helpful and reassuring and able to change the the flight time to 3pm without having to pay extra. Onboard the flight, the steward gave me hot water and milk so that I can used my own preferred decaf tea and did not charge me. While waiting to get off the plane, I had a wonderful conversation with the BA staff who are so pleasant. I love flying with BA and we will continue to do so. We have booked our flight with BA next year. Thank you for taking good care of us and just to sat how much we appreciate your excellent service.","yesterday husband decide come home rome earlier schedule time 8pm. rang ba london, customer service adviser helpful reassure able change flight time 3pm without pay extra. onboard flight, steward give hot water milk use prefer decaf tea charge me. wait get plane, wonderful conversation ba staff pleasant. love fly ba continue so. book flight ba next year. thank take good care u sat much appreciate excellent service.",0.9844,Positive
647," Flight from London to Athens with British Airways, was one of the worst experiences. The ""new"" slim seats are so uncomfortable you spend the flight and sadly the next day as well in pain. The screens with flight info have gone, no frills, and airline has become a bad quality budget airline. Sad. Avoid.","flight london athens british airways, one bad experiences. ""new"" slim seat uncomfortable spend flight sadly next day well pain. screen flight info gone, frills, airline become bad quality budget airline. sad. avoid.",-0.9578,Negative
648,  Short 45 minute flight north and south with British Airways. Lounge at LHR and also NCL was busy but there was no shortage of seats. Gates for departures and arrivals were very conveniently placed near the airport exits. The seats on the flight were comfortable and the schedule was perfectly on time.,short 45 minute flight north south british airways. lounge lhr also ncl busy shortage seats. gates departure arrival conveniently place near airport exits. seat flight comfortable schedule perfectly time.,0.7579,Positive
649,"  Calgary to Gothenburg via London with British Airways. Staff are very friendly and helpful. Entertainment was good. Food was just ok, although a salmon sandwich as a snack on a full plane wouldn't be my first choice to serve. The seats are incredibly uncomfortable. Super narrow to the point that you sit with your arms crossed so as to not hit your neighbours. For a 9 hour flight this is painful. Paid for the extra leg room which was good but still one of the most uncomfortable long flights have ever been on. Recommend for short trips.","calgary gothenburg via london british airways. staff friendly helpful. entertainment good. food ok, although salmon sandwich snack full plane first choice serve. seat incredibly uncomfortable. super narrow point sit arm cross hit neighbours. 9 hour flight painful. paid extra leg room good still one uncomfortable long flight ever on. recommend short trips.",0.9167,Positive
650,"  For a long time I have avoided taking British Airways due to it’s poor past reputation. Yesterday I traveled on BA 34 from Kuala Lumpur to London Heathrow, I boarded the flight with an open mind, over 12 hours later I disembarked feeling very happy because it is always good to see an airline make visible improvements that deliver value to it’s customers. A praise is due and I want to congratulate BA for such a pleasant experience, the flight departed on time and arrived half an hour early, the crew was not only professional but they did everything with a smile that made passengers feel welcomed, the plane was pristine new with delightful entertainment content, the food was way above the expectations of a seasoned economy class traveler. What more can I say? Enough to say that I will be traveling with BA again!","long time avoid take british airways due it’s poor past reputation. yesterday travel ba 34 kuala lumpur london heathrow, board flight open mind, 12 hour later disembarked feel happy always good see airline make visible improvement deliver value it’s customers. praise due want congratulate ba pleasant experience, flight depart time arrive half hour early, crew professional everything smile make passenger feel welcomed, plane pristine new delightful entertainment content, food way expectation season economy class traveler. say? enough say travel ba again!",0.9816,Positive
651,"  Austin to London. Another pleasant flight on an ageing 747. After the horror of discovering one of us was allocated a centre seat, meaning effectively sleeping next to a stranger, she kindly swapped seats so we could be together. For a couple the centre seats are really quite nice and you feel you’re in your own little world. A good flight, on time with a nice crew is as good as you can expect.","austin london. another pleasant flight age 747. horror discover one u allocate centre seat, meaning effectively sleep next stranger, kindly swap seat could together. couple centre seat really quite nice feel you’re little world. good flight, time nice crew good expect.",0.9468,Positive
652,  London to Kuala Lumpur. Better than I was expecting after reading the other reviews. The seats are great and service was very friendly on this leg (less so on the return). A few areas need improvement: 1) Separate toilets from economy 2) Dedicated crew for the premium economy section rather than added onto their economy service. 3) A better 2nd meal - The main meal was great and noticeably more premium however the next meal (breakfast) was a bit of an afterthought. Would I choose BA premium Eco again : Yes Definitely.,london kuala lumpur. better expect reading reviews. seat great service friendly leg (less return). area need improvement: 1) separate toilet economy 2) dedicated crew premium economy section rather add onto economy service. 3) well 2nd meal main meal great noticeably premium however next meal (breakfast) bit afterthought. would choose ba premium eco yes definitely.,0.9794,Positive
653," I wish I could give a zero. I was booked on a flight from Newark to Madrid via London. I come to find that the minimum layover time in London is 1 hr. My flight layover in London was 1hr5min. British Airways promised that the arriving and departing terminals in London were the same, but that was a total lie. My wife and I were sprinting across the airport, but between getting off the aeroplane, having to go through security again, and having to get to the other side of the airport for our connection, we missed the layover flight. We had the same route in the reverse direction. I called BA hoping to change the return flights and explained this situation. They kept insisting that since the layover was a staggering 5 minutes more than London’s minimum 1hr layover threshold that they were unable to help in any way. British Airways has by far the worst customer service I have ever experienced. Ryanair which is a no-frills airline has better customer service and that is saying something. I will never be flying BA again and plan on converting my company away from BA flights as well. Be warned. Stay away from this carrier at all costs or be prepared to deal with zero customer service in case any issues arise.","wish could give zero. book flight newark madrid via london. come find minimum layover time london 1 hr. flight layover london 1hr5min. british airways promise arrive depart terminal london same, total lie. wife sprint across airport, get aeroplane, go security again, get side airport connection, miss layover flight. route reverse direction. call ba hop change return flight explain situation. kept insist since layover stagger 5 minute london’s minimum 1hr layover threshold unable help way. british airways far bad customer service ever experienced. ryanair no-frills airline well customer service say something. never fly ba plan convert company away ba flight well. warned. stay away carrier cost prepared deal zero customer service case issue arise.",0.7906,Positive
654,  One of the reasons we traveled club class was because BA have lounges where you can get away from the usual airport chaos and screaming children. BA don’t tell you there is no lounge at Kos airport. Limited seating. Very noisy limited facilities. Not sure I will spend so much on air tickets with them in the future if they don’t warn of limited facilities. It doesn’t help that the flight is delayed by an hour!,one reason travel club class ba lounge get away usual airport chaos scream children. ba don’t tell lounge kos airport. limited seating. noisy limited facilities. sure spend much air ticket future don’t warn limited facilities. doesn’t help flight delayed hour!,-0.8553,Negative
655,"  Gatwick to Alicante. On my outbound flight (23 Sept) I gave BA almost 10 out of 10 across the board in a review they invited me to complete. On my return flight (26 Sept) it was a different matter. From entering Alicante airport up until boarding the service was by comparison below standard (except the VIP lounge which was good). Travelling Club Europe had no advantages. Only one check in open for all passengers, no bag drop facilities, no facility to print boarding passes. When invited to board we had to wait 20 minutes on the ramp before being let on the plane. The Iberia factor. Honestly you wouldn't have thought it was the same company. Once on the plane everything went like clockwork.","gatwick alicante. outbound flight (23 sept) give ba almost 10 10 across board review invite complete. return flight (26 sept) different matter. enter alicante airport boarding service comparison standard (except vip lounge good). travelling club europe advantages. one check open passengers, bag drop facilities, facility print boarding passes. invite board wait 20 minute ramp let plane. iberia factor. honestly thought company. plane everything go like clockwork.",0.9246,Positive
656,"  Vancouver to London. Great flight on the superb A380; in my opinion, the most comfortable and quiet aircraft flying at the moment. Outstanding in flight service from the crew. Attentive, polite and professional; the very best of British Airways service. Food well above average for this cabin - though breakfast could have been better. IFE excellent. The seat is comfortable with a good recline and supplied with a decent, plump cushion and an excellent quilted blanket. Very enjoyable flight. Highly recommended.","vancouver london. great flight superb a380; opinion, comfortable quiet aircraft fly moment. outstanding flight service crew. attentive, polite professional; best british airways service. food well average cabin though breakfast could better. ife excellent. seat comfortable good recline supply decent, plump cushion excellent quilt blanket. enjoyable flight. highly recommended.",0.9919,Positive
657,  Gatwick to Alicante. 3.5 hours (1 hour sitting on tarmac) with my knees rammed against seat in front. No room to move. I have travelled on several airlines on this route in last 12 months - Vueling Airlines has best seats! Stay away from the rest unless you are under 5ft tall!,gatwick alicante. 3.5 hour (1 hour sit tarmac) knee ram seat front. room move. travel several airline route last 12 month vueling airlines best seats! stay away rest unless 5ft tall!,0.6988,Positive
658," We have had some torrid experiences with BA - which we have not been shy to report. So when we flew yesterday with them from Heathrow to Austin and had a great flight in every way, it felt right to feedback on that. The staff in the upstairs business class cabin were, frankly, wonderful. Cheerful, efficient and calm. What more could you ask? The food was pretty nice and the champagne lovely. The beds were very comfortable and sleeping was easy. I literally cannot think of any real negatives. The luggage lockers were quite small but then it’s an older model of the plane so that probably explains it. If only BA could deliver this kind of experience on every occasion, they would once again be the “world’s favourite airline’. Sadly, the current CEO doesn’t seem able to inspire and motivate his staff to be consistently delightful. Perhaps once he moves on we can expect something better. Although the flight was a bit delayed on departure it arrives bang on time. As we entered the (literally empty) immigration area, we were met by the most charming customs officer you can imagine, who ended up giving us tourist tips and ideas for bars! Surreal, as anyone who regularly travels to the States, will testify! It felt as if we were living in the Truman Show at one point but in the nicest possible way. Get yourselves down to good ole Austin now that BA fly there direct. Fantastic.","torrid experience ba shy report. flew yesterday heathrow austin great flight every way, felt right feedback that. staff upstairs business class cabin were, frankly, wonderful. cheerful, efficient calm. could ask? food pretty nice champagne lovely. bed comfortable sleep easy. literally cannot think real negatives. luggage locker quite small it’s old model plane probably explains it. ba could deliver kind experience every occasion, would “world’s favourite airline’. sadly, current ceo doesn’t seem able inspire motivate staff consistently delightful. perhaps move expect something better. although flight bit delayed departure arrives bang time. enter (literally empty) immigration area, met charm custom officer imagine, end give u tourist tip idea bars! surreal, anyone regularly travel states, testify! felt living truman show one point nice possible way. get good ole austin ba fly direct. fantastic.",0.9951,Positive
